record_id,window_id,MI,edge_node,route,latency_ms,energy_mj,pro_preferred,oobl_best,lat_A,lat_B
105.0,257,5000,edge-central,A,405.0059,10.75,,,,
105.0,258,5000,edge-south,A,405.1615,10.75,,,,
105.0,259,5000,edge-west,A,387.496,10.75,,,,
105.0,260,5000,edge-north,A,391.9867,10.75,,,,
105.0,261,5000,edge-central,A,400.1566,10.75,,,,
105.0,262,5000,edge-south,A,400.8762,10.75,,,,
105.0,263,5000,edge-west,A,382.5778,10.75,,,,
105.0,264,5000,edge-north,A,384.9529,10.75,,,,
105.0,265,5000,edge-central,A,389.4374,10.75,,,,
105.0,266,5000,edge-south,A,407.9959,10.75,,,,
105.0,267,5000,edge-west,A,399.5338,10.75,,,,
105.0,268,5000,edge-north,A,403.9274,10.75,,,,
105.0,269,5000,edge-central,A,391.885,10.75,,,,
105.0,271,5000,edge-south,A,393.9766,10.75,,,,
105.0,272,5000,edge-west,A,390.9793,10.75,,,,
105.0,273,5000,edge-north,A,394.5978,10.75,,,,
105.0,274,5000,edge-central,A,394.7666,10.75,,,,
105.0,275,5000,edge-south,A,399.2005,10.75,,,,
105.0,276,5000,edge-west,A,405.9158,10.75,,,,
105.0,277,5000,edge-north,A,397.6501,10.75,,,,
105.0,278,5000,edge-central,A,388.4632,10.75,,,,
105.0,279,5000,edge-south,A,404.0462,10.75,,,,
105.0,280,5000,edge-west,A,384.375,10.75,,,,
105.0,281,5000,edge-north,A,396.476,10.75,,,,
105.0,282,5000,edge-central,A,401.2791,10.75,,,,
105.0,283,5000,edge-south,A,388.2139,10.75,,,,
105.0,284,5000,edge-west,A,384.8592,10.75,,,,
105.0,285,5000,edge-north,A,381.8955,10.75,,,,
105.0,286,5000,edge-central,A,390.8392,10.75,,,,
105.0,287,5000,edge-south,A,396.7236,10.75,,,,
105.0,288,5000,edge-west,A,381.3444,10.75,,,,
105.0,289,5000,edge-north,A,401.0013,10.75,,,,
105.0,290,5000,edge-central,A,380.8935,10.75,,,,
105.0,291,5000,edge-south,A,384.0639,10.75,,,,
105.0,292,5000,edge-west,A,406.1396,10.75,,,,
105.0,293,5000,edge-north,A,405.4812,10.75,,,,
105.0,294,5000,edge-central,A,394.2721,10.75,,,,
105.0,295,5000,edge-south,A,402.9161,10.75,,,,
105.0,296,5000,edge-west,A,385.7536,10.75,,,,
105.0,297,5000,edge-north,A,382.5669,10.75,,,,
105.0,298,5000,edge-central,A,389.6272,10.75,,,,
105.0,299,5000,edge-south,A,398.2912,10.75,,,,
105.0,300,5000,edge-west,A,398.115,10.75,,,,
105.0,301,5000,edge-north,A,385.3859,10.75,,,,
105.0,302,5000,edge-central,A,394.3968,10.75,,,,
105.0,303,5000,edge-south,A,404.991,10.75,,,,
105.0,304,5000,edge-west,A,396.726,10.75,,,,
105.0,305,5000,edge-north,A,382.7385,10.75,,,,
105.0,306,5000,edge-central,A,383.5693,10.75,,,,
105.0,307,5000,edge-south,A,394.7857,10.75,,,,
105.0,308,5000,edge-west,A,399.9901,10.75,,,,
105.0,309,5000,edge-north,A,401.9229,10.75,,,,
105.0,310,5000,edge-central,A,389.2278,10.75,,,,
105.0,311,5000,edge-south,A,399.7617,10.75,,,,
105.0,312,5000,edge-west,A,377.0393,10.75,,,,
105.0,314,5000,edge-north,A,395.8135,10.75,,,,
105.0,315,5000,edge-central,A,398.1342,10.75,,,,
105.0,317,5000,edge-south,A,381.7429,10.75,,,,
105.0,318,5000,edge-west,A,403.9836,10.75,,,,
105.0,319,5000,edge-north,A,389.6114,10.75,,,,
105.0,323,5000,edge-central,A,404.079,10.75,,,,
105.0,324,5000,edge-south,A,378.8828,10.75,,,,
105.0,325,5000,edge-west,A,395.9009,10.75,,,,
105.0,326,5000,edge-north,A,401.2543,10.75,,,,
105.0,327,5000,edge-central,A,410.2616,10.75,,,,
105.0,328,5000,edge-south,A,388.5972,10.75,,,,
105.0,329,5000,edge-west,A,404.7052,10.75,,,,
105.0,330,5000,edge-north,A,394.0375,10.75,,,,
105.0,331,5000,edge-central,A,384.535,10.75,,,,
105.0,332,5000,edge-south,A,381.289,10.75,,,,
105.0,333,5000,edge-west,A,390.0167,10.75,,,,
105.0,334,5000,edge-north,A,389.0942,10.75,,,,
105.0,335,5000,edge-central,A,383.5213,10.75,,,,
105.0,336,5000,edge-south,A,379.4399,10.75,,,,
105.0,337,5000,edge-west,A,384.2661,10.75,,,,
105.0,338,5000,edge-north,A,398.5799,10.75,,,,
105.0,339,5000,edge-central,A,400.5478,10.75,,,,
105.0,340,5000,edge-south,A,395.5869,10.75,,,,
105.0,341,5000,edge-west,A,385.7113,10.75,,,,
105.0,342,5000,edge-north,A,397.2805,10.75,,,,
105.0,343,5000,edge-central,A,388.9828,10.75,,,,
105.0,344,5000,edge-south,A,400.9685,10.75,,,,
105.0,345,5000,edge-west,A,383.7029,10.75,,,,
105.0,346,5000,edge-north,A,389.3539,10.75,,,,
105.0,347,5000,edge-central,A,399.6856,10.75,,,,
105.0,348,5000,edge-south,A,382.4626,10.75,,,,
105.0,349,5000,edge-west,A,396.8415,10.75,,,,
105.0,350,5000,edge-north,A,390.5996,10.75,,,,
105.0,352,5000,edge-central,A,385.2679,10.75,,,,
105.0,353,5000,edge-south,A,395.9322,10.75,,,,
105.0,354,5000,edge-west,A,404.2217,10.75,,,,
105.0,355,5000,edge-north,A,388.4139,10.75,,,,
105.0,356,5000,edge-central,A,403.3714,10.75,,,,
105.0,357,5000,edge-south,A,402.7843,10.75,,,,
105.0,358,5000,edge-west,A,406.5623,10.75,,,,
105.0,359,5000,edge-north,A,390.6085,10.75,,,,
105.0,360,5000,edge-central,A,400.8031,10.75,,,,
106.0,18,5000,edge-south,A,404.4981,10.75,,,,
106.0,21,5000,edge-west,A,400.3475,10.75,,,,
106.0,23,5000,edge-north,A,391.8377,10.75,,,,
106.0,26,5000,edge-central,A,390.1441,10.75,,,,
106.0,146,5000,edge-south,A,393.8552,10.75,,,,
106.0,148,5000,edge-west,A,398.3893,10.75,,,,
106.0,154,5000,edge-north,A,387.7572,10.75,,,,
106.0,156,5000,edge-central,A,402.7086,10.75,,,,
106.0,168,5000,edge-south,A,399.7658,10.75,,,,
106.0,173,5000,edge-west,A,389.4527,10.75,,,,
106.0,180,5000,edge-north,A,408.5675,10.75,,,,
106.0,195,5000,edge-central,A,387.5007,10.75,,,,
106.0,196,5000,edge-south,A,382.9313,10.75,,,,
106.0,211,5000,edge-west,A,382.7145,10.75,,,,
106.0,213,5000,edge-north,A,384.2978,10.75,,,,
106.0,217,5000,edge-central,A,392.298,10.75,,,,
106.0,227,5000,edge-south,A,410.2134,10.75,,,,
106.0,233,5000,edge-west,A,404.5409,10.75,,,,
106.0,236,5000,edge-north,A,400.3516,10.75,,,,
106.0,237,5000,edge-central,A,385.3627,10.75,,,,
106.0,293,5000,edge-south,A,390.9184,10.75,,,,
106.0,295,5000,edge-west,A,384.3518,10.75,,,,
106.0,311,5000,edge-north,A,384.3469,10.75,,,,
106.0,312,5000,edge-central,A,403.6409,10.75,,,,
106.0,314,5000,edge-south,A,400.9205,10.75,,,,
106.0,333,5000,edge-west,A,378.6533,10.75,,,,
106.0,336,5000,edge-north,A,380.6684,10.75,,,,
106.0,339,5000,edge-central,A,405.486,10.75,,,,
106.0,358,5000,edge-south,A,384.8137,10.75,,,,
107.0,0,5000,edge-west,A,394.0091,10.75,,,,
107.0,1,5000,edge-north,A,384.6254,10.75,,,,
107.0,2,5000,edge-central,A,407.025,10.75,,,,
107.0,3,5000,edge-south,A,405.5948,10.75,,,,
107.0,4,5000,edge-west,A,401.5692,10.75,,,,
107.0,5,5000,edge-north,A,396.3255,10.75,,,,
107.0,6,5000,edge-central,A,401.1008,10.75,,,,
107.0,7,5000,edge-south,A,398.2228,10.75,,,,
107.0,8,5000,edge-west,A,379.5515,10.75,,,,
107.0,9,5000,edge-north,A,386.4366,10.75,,,,
107.0,10,5000,edge-central,A,389.3635,10.75,,,,
107.0,11,5000,edge-south,A,406.6957,10.75,,,,
107.0,12,5000,edge-west,A,400.0392,10.75,,,,
107.0,13,5000,edge-north,A,385.1486,10.75,,,,
107.0,14,5000,edge-central,A,397.386,10.75,,,,
107.0,15,5000,edge-south,A,386.4601,10.75,,,,
107.0,16,5000,edge-west,A,395.8569,10.75,,,,
107.0,17,5000,edge-north,A,391.2103,10.75,,,,
107.0,18,5000,edge-central,A,385.8006,10.75,,,,
107.0,19,5000,edge-south,A,387.9213,10.75,,,,
107.0,20,5000,edge-west,A,385.5036,10.75,,,,
107.0,21,5000,edge-north,A,401.5631,10.75,,,,
107.0,22,5000,edge-central,A,407.0929,10.75,,,,
107.0,23,5000,edge-south,A,397.9277,10.75,,,,
107.0,24,5000,edge-west,A,391.205,10.75,,,,
107.0,25,5000,edge-north,A,398.3848,10.75,,,,
107.0,26,5000,edge-central,A,381.4917,10.75,,,,
107.0,27,5000,edge-south,A,400.0918,10.75,,,,
107.0,28,5000,edge-west,A,390.0236,10.75,,,,
107.0,29,5000,edge-north,A,380.8865,10.75,,,,
107.0,30,5000,edge-central,A,378.4776,10.75,,,,
107.0,31,5000,edge-south,A,389.8356,10.75,,,,
107.0,32,5000,edge-west,A,387.2854,10.75,,,,
107.0,33,5000,edge-north,A,396.8064,10.75,,,,
107.0,34,5000,edge-central,A,382.0847,10.75,,,,
107.0,35,5000,edge-south,A,397.2293,10.75,,,,
107.0,36,5000,edge-west,A,391.0164,10.75,,,,
107.0,37,5000,edge-north,A,379.9871,10.75,,,,
107.0,38,5000,edge-central,A,402.3298,10.75,,,,
107.0,39,5000,edge-south,A,392.7688,10.75,,,,
107.0,40,5000,edge-west,A,380.8133,10.75,,,,
107.0,41,5000,edge-north,A,385.0904,10.75,,,,
107.0,42,5000,edge-central,A,401.3744,10.75,,,,
107.0,43,5000,edge-south,A,392.4827,10.75,,,,
107.0,44,5000,edge-west,A,389.8631,10.75,,,,
107.0,45,5000,edge-north,A,384.7233,10.75,,,,
107.0,46,5000,edge-central,A,388.6852,10.75,,,,
107.0,47,5000,edge-south,A,382.902,10.75,,,,
107.0,48,5000,edge-west,A,393.1539,10.75,,,,
107.0,49,5000,edge-north,A,385.5091,10.75,,,,
107.0,50,5000,edge-central,A,393.2387,10.75,,,,
107.0,51,5000,edge-south,A,406.0269,10.75,,,,
107.0,52,5000,edge-west,A,397.5493,10.75,,,,
107.0,53,5000,edge-north,A,380.6155,10.75,,,,
107.0,54,5000,edge-central,A,405.9886,10.75,,,,
107.0,55,5000,edge-south,A,381.5695,10.75,,,,
107.0,56,5000,edge-west,A,394.834,10.75,,,,
107.0,57,5000,edge-north,A,384.3953,10.75,,,,
107.0,58,5000,edge-central,A,389.5137,10.75,,,,
107.0,59,5000,edge-south,A,381.33,10.75,,,,
107.0,60,5000,edge-west,A,381.1412,10.75,,,,
107.0,61,5000,edge-north,A,398.5097,10.75,,,,
107.0,62,5000,edge-central,A,386.3964,10.75,,,,
107.0,63,5000,edge-south,A,390.04,10.75,,,,
107.0,64,5000,edge-west,A,391.137,10.75,,,,
107.0,65,5000,edge-north,A,394.8726,10.75,,,,
107.0,66,5000,edge-central,A,390.1382,10.75,,,,
107.0,67,5000,edge-south,A,388.1125,10.75,,,,
107.0,68,5000,edge-west,A,397.0234,10.75,,,,
107.0,69,5000,edge-north,A,395.5565,10.75,,,,
107.0,70,5000,edge-central,A,403.7915,10.75,,,,
107.0,71,5000,edge-south,A,404.248,10.75,,,,
107.0,72,5000,edge-west,A,399.9153,10.75,,,,
107.0,73,5000,edge-north,A,398.9772,10.75,,,,
107.0,74,5000,edge-central,A,407.2968,10.75,,,,
107.0,75,5000,edge-south,A,391.1139,10.75,,,,
107.0,76,5000,edge-west,A,394.4253,10.75,,,,
107.0,77,5000,edge-north,A,401.4588,10.75,,,,
107.0,78,5000,edge-central,A,385.7475,10.75,,,,
107.0,79,5000,edge-south,A,406.288,10.75,,,,
107.0,80,5000,edge-west,A,384.4065,10.75,,,,
107.0,81,5000,edge-north,A,402.5685,10.75,,,,
107.0,82,5000,edge-central,A,391.6185,10.75,,,,
107.0,83,5000,edge-south,A,403.779,10.75,,,,
107.0,84,5000,edge-west,A,388.8002,10.75,,,,
107.0,85,5000,edge-north,A,393.7787,10.75,,,,
107.0,86,5000,edge-central,A,394.2356,10.75,,,,
107.0,87,5000,edge-south,A,388.0999,10.75,,,,
107.0,88,5000,edge-west,A,392.9347,10.75,,,,
107.0,89,5000,edge-north,A,396.3258,10.75,,,,
107.0,90,5000,edge-central,A,406.5225,10.75,,,,
107.0,91,5000,edge-south,A,388.2809,10.75,,,,
107.0,92,5000,edge-west,A,398.0046,10.75,,,,
107.0,93,5000,edge-north,A,395.1584,10.75,,,,
107.0,94,5000,edge-central,A,407.5539,10.75,,,,
107.0,95,5000,edge-south,A,381.109,10.75,,,,
107.0,96,5000,edge-west,A,387.6017,10.75,,,,
107.0,97,5000,edge-north,A,404.6294,10.75,,,,
107.0,98,5000,edge-central,A,400.1005,10.75,,,,
107.0,99,5000,edge-south,A,391.0931,10.75,,,,
107.0,100,5000,edge-west,A,406.8597,10.75,,,,
107.0,101,5000,edge-north,A,404.5152,10.75,,,,
107.0,102,5000,edge-central,A,406.3349,10.75,,,,
107.0,103,5000,edge-south,A,392.8661,10.75,,,,
107.0,104,5000,edge-west,A,384.3294,10.75,,,,
107.0,105,5000,edge-north,A,407.5629,10.75,,,,
107.0,106,5000,edge-central,A,405.0231,10.75,,,,
107.0,107,5000,edge-south,A,381.4712,10.75,,,,
107.0,108,5000,edge-west,A,392.4781,10.75,,,,
107.0,109,5000,edge-north,A,390.5839,10.75,,,,
107.0,110,5000,edge-central,A,403.6052,10.75,,,,
107.0,111,5000,edge-south,A,395.2199,10.75,,,,
107.0,112,5000,edge-west,A,399.0863,10.75,,,,
107.0,113,5000,edge-north,A,399.9795,10.75,,,,
107.0,114,5000,edge-central,A,393.3994,10.75,,,,
107.0,115,5000,edge-south,A,396.3774,10.75,,,,
107.0,116,5000,edge-west,A,401.5949,10.75,,,,
107.0,117,5000,edge-north,A,389.1753,10.75,,,,
107.0,118,5000,edge-central,A,382.6185,10.75,,,,
107.0,119,5000,edge-south,A,387.1175,10.75,,,,
107.0,120,5000,edge-west,A,409.7847,10.75,,,,
107.0,121,5000,edge-north,A,394.5928,10.75,,,,
107.0,122,5000,edge-central,A,403.0675,10.75,,,,
107.0,123,5000,edge-south,A,406.8513,10.75,,,,
107.0,124,5000,edge-west,A,406.9826,10.75,,,,
107.0,125,5000,edge-north,A,405.4139,10.75,,,,
107.0,126,5000,edge-central,A,390.2183,10.75,,,,
107.0,127,5000,edge-south,A,402.4383,10.75,,,,
107.0,128,5000,edge-west,A,391.539,10.75,,,,
107.0,129,5000,edge-north,A,407.5374,10.75,,,,
107.0,130,5000,edge-central,A,393.4014,10.75,,,,
107.0,131,5000,edge-south,A,382.2773,10.75,,,,
107.0,132,5000,edge-west,A,395.2927,10.75,,,,
107.0,133,5000,edge-north,A,389.0994,10.75,,,,
107.0,134,5000,edge-central,A,403.9143,10.75,,,,
107.0,135,5000,edge-south,A,393.6036,10.75,,,,
107.0,136,5000,edge-west,A,401.633,10.75,,,,
107.0,137,5000,edge-north,A,401.6708,10.75,,,,
107.0,138,5000,edge-central,A,390.0832,10.75,,,,
107.0,139,5000,edge-south,A,393.4642,10.75,,,,
107.0,140,5000,edge-west,A,406.0661,10.75,,,,
107.0,141,5000,edge-north,A,401.2843,10.75,,,,
